880,000,000
800,000,000
590,000,000
490,000,000
440,000,000
410,000,000
340,000,000
300,000,000
250,000,000
250,000,000
230,000,000
190,000,000
160,000,000
160,000,000
160,000,000
140,000,000
140,000,000
130,000,000
120,000,000
120,000,000
110,000,000
110,000,000
110,000,000
110,000,000
98,000,000
88,000,000
82,000,000
81,000,000
80,000,000
74,000,000
73,000,000
73,000,000
72,000,000
67,000,000
66,000,000
66,000,000
66,000,000
66,000,000
66,000,000
62,000,000
61,000,000
61,000,000
61,000,000
61,000,000
60,000,000
60,000,000
59,000,000
56,000,000
56,000,000
55,000,000
51,000,000
50,000,000
50,000,000
50,000,000
50,000,000
50,000,000
49,000,000
49,000,000
46,000,000
46,000,000
46,000,000
46,000,000
45,000,000
45,000,000
42,000,000
42,000,000
42,000,000
42,000,000
41,000,000
41,000,000
41,000,000
41,000,000
41,000,000
41,000,000
41,000,000
38,000,000
38,000,000
38,000,000
38,000,000
37,000,000
37,000,000
37,000,000
37,000,000
37,000,000
35,000,000
35,000,000
35,000,000
35,000,000
34,000,000
34,000,000
34,000,000
34,000,000
34,000,000
34,000,000
34,000,000
34,000,000
34,000,000
32,000,000
31,000,000
31,000,000
31,000,000
31,000,000
31,000,000
31,000,000
31,000,000
31,000,000
31,000,000
31,000,000
31,000,000
31,000,000
29,000,000
28,000,000
28,000,000
28,000,000
28,000,000
28,000,000
28,000,000
28,000,000
28,000,000
28,000,000
28,000,000
28,000,000
28,000,000
28,000,000
28,000,000
28,000,000
26,000,000
26,000,000
26,000,000
26,000,000
26,000,000
25,000,000
25,000,000
25,000,000
25,000,000
24,000,000
24,000,000
24,000,000
24,000,000
24,000,000
24,000,000
24,000,000
23,000,000
23,000,000
23,000,000
23,000,000
23,000,000
23,000,000
23,000,000
23,000,000
23,000,000
23,000,000
22,000,000
22,000,000
21,000,000
21,000,000
21,000,000
21,000,000
21,000,000
21,000,000
21,000,000
21,000,000
21,000,000
21,000,000
21,000,000
21,000,000
21,000,000
21,000,000
21,000,000
21,000,000
20,000,000
20,000,000
19,000,000
19,000,000
19,000,000
19,000,000
19,000,000
19,000,000
19,000,000
19,000,000
19,000,000
19,000,000
19,000,000
19,000,000
19,000,000
19,000,000
19,000,000
19,000,000
19,000,000
19,000,000
19,000,000
19,000,000
19,000,000
18,000,000
18,000,000
18,000,000
18,000,000
18,000,000
18,000,000
18,000,000
18,000,000
18,000,000
18,000,000
18,000,000
17,000,000
17,000,000
17,000,000
17,000,000
17,000,000
17,000,000
17,000,000
17,000,000
